id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
2311,Chile,"Aromas of coffee grinds and muddled blackberry lead to a shrill palate with a shaky structure. Stewy plum and raspberry flavors finish salty, lightly weedy and baked in feel.",Reserva,82,10.0,Maule Valley,,Napa,Michael Schachner,@wineschach,Carma 2011 Reserva Carmenère (Maule Valley),Carmenère,Carma
2377,France,"This is a selection of the best parcels of the estate on the east Gironde bank across from Margaux. The wood aging (50% new wood) is apparent and gives a dusty texture to the wine without dominating it. It is a structured and ripe wine, showing the fruit of the vintage while also keeping solid tannins. Drink from 2019.",,88,24.0,Bordeaux,Côtes de Bourg,Long Island,Roger Voss,@vossroger,Château Grand-Maison 2012  Côtes de Bourg,Bordeaux-style Red Blend,Château Grand-Maison
2381,Australia,"Vintage after vintage, this wine impresses for its complexity and balance, and the 2009 won't disappoint on those counts. It may not be the biggest, baddest Dry Red No. 2, but it features blueberry fruit and espresso and black olive shadings, a lovely supple texture and a softly lingering finish. Drink it over the next few years.",Dry Red Wine No. 2,91,95.0,Victoria,Yarra Valley,Napa-Sonoma,Joe Czerwinski,@JoeCz,Yarra Yering 2009 Dry Red Wine No. 2 Shiraz-Viognier (Yarra Valley),Shiraz-Viognier,Yarra Yering
2390,US,"Soft and supple in lemon and melon, this 100% varietal white was given time in both stainless steel and neutral oak, the combination rewarding in a rounded, approachable mouthfeel that's both creamy and ripe. Stone fruit makes an appearance, before the wine finishes lean and tart.",Symphony No 9,88,28.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Silver Trident 2014 Symphony No 9 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Silver Trident
2473,US,"This reserve-style blend of Cabernet Sauvignon (50%), Syrah (20%), Merlot (20%) and Malbec comes from Summit View and Les Collines vineyards. The dark cherry, herb, vanilla and plum aromas lead to silky fruit flavors that show restraint and polish.",Brynnan,90,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Kontos 2011 Brynnan Red (Walla Walla Valley (WA)),Red Blend,Kontos
2492,Chile,"Charred resiny oak aromas dominate herbal berry fruit. This is rough and raw on the palate, with sizzling tartaric acidity and forceful tannins. Flavors of burnt black coffee and herbal plum finish with a ring of excess acidity.",Gran Reserva,84,18.0,Maule Valley,,South Coast,Michael Schachner,@wineschach,TerraNoble 2013 Gran Reserva Carmenère (Maule Valley),Carmenère,TerraNoble
2497,Italy,"Roscetto, a little-known white grape from central Italy, delivers impressive structure, depth and intensity. As the wine sees four months of oak, this drinks like a red wine. Bright gold in color, this has generous aromas of peach, pineapple, almond, vanilla and spice.",Ferentano,88,,Central Italy,Lazio,Sierra Foothills,,,Falesco 2008 Ferentano Roscetto (Lazio),Roscetto,Falesco
2555,Portugal,"The cork label is a reminder that the Alentejo is where most of Portugal's cork oaks grow. The wine is southern in feel, warm and ripe, with generous fruitiness from the Alicante Bouschet in the blend. Red berry fruits are laced with acidity and fine soft tannins. Drink from 2017.",São Miguel do Sul,88,11.0,Alentejano,,South Coast,Roger Voss,@vossroger,Casa Agricola Alexandre Relvas 2015 São Miguel do Sul Red (Alentejano),Portuguese Red,Casa Agricola Alexandre Relvas
2703,US,"Very mellow and mature tasting, this full-bodied wine leaves no rough edges or elbows sticking out, so sipping it is a pleasure. Aromas are savory, herbaceous and lightly earthy rather than fruity, and the flavors follow the same path.",Old Vine,86,28.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Iron Hub 2013 Old Vine Zinfandel (Amador County),Zinfandel,Iron Hub
2759,Argentina,"Compact, minerally aromas include notes of leather and licorice. Round and generous across the palate, this ripe, rooty tasting Malbec features flavors of blackberry and chocolate in front of a mildly raisiny finish. Drink this warm-vintage Malbec through 2019.",Single Parcel Los Castaños,92,100.0,Mendoza Province,La Consulta,Sierra Foothills,Michael Schachner,@wineschach,Terrazas de Los Andes 2009 Single Parcel Los Castaños Malbec (La Consulta),Malbec,Terrazas de Los Andes
2762,US,"An easy wine whose ripe fruit and oak flavors are immediately likeable. The cherries, raspberries and plums have a jammy sweetness, yet the tannins are firm. Easy to find, with 27,300 cases produced.",,87,20.0,California,Dry Creek Valley,Sonoma,,,Frei Brothers 2008 Merlot (Dry Creek Valley),Merlot,Frei Brothers
2776,Canada,"Cherry and plum, chocolate and peppery herbs combine here in a well-structured wine with some years of life ahead. Aged in one-third new French oak for 11 months, it will reward decanting or aeration if you are drinking it in the next year or two.",McLean Creek Road Vineyard,89,40.0,British Columbia,Okanagan Valley,Oregon Other,Paul Gregutt,@paulgwine ,Meyer Family Vineyards 2013 McLean Creek Road Vineyard Pinot Noir (Okanagan Valley),Pinot Noir,Meyer Family Vineyards
3025,US,"Nine vineyards spread throughout eastern Washington contribute to this tart, earthy and dark-toned Cabernet. The alcohol reaches almost 14%, and in this vintage the acids are quite pronounced. Firm, focused cassis and black cherry fruit is framed in polished tannins. Grill a steak and slice some cheese and you are ready to roll with this one.",Cs,90,20.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Substance 2008 Cs Cabernet Sauvignon (Washington),Cabernet Sauvignon,Substance
3038,US,"Hard and tannic at first, this young wine grudgingly reveals a core of very tart cherry fruit, encased in flavors of stem and wood. A coffee-infused finish does not conceal the chewy, tough tannins.",Estate,86,24.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gamache 2008 Estate Merlot (Columbia Valley (WA)),Merlot,Gamache
3050,Italy,"This medium-bodied and elegant Pinot Bianco boasts fragrances of white spring flowers, green apple and flint that carry over to the savory palate. The juicy fruit is supported by fresh acidity that leaves a clean crisp finish, making this extremely food friendly. Oliver McCrum, T. Edward Wines.",,90,18.0,Northeastern Italy,Alto Adige,Southern Oregon,Kerin O’Keefe,@kerinokeefe,Erste Neue 2012 Pinot Bianco (Alto Adige),Pinot Bianco,Erste Neue
3332,US,"Sweet and sugary, with flavors of pineapple, pear and apricot jam. Crisp acidity provides fresh balance.",Reserve,83,8.0,California,California,California Other,,,Oak Grove 2008 Reserve Viognier (California),Viognier,Oak Grove
3456,Spain,"Flat, earthy raisin and prune aromas in this Garnacha indicate very ripe, almost desiccated fruit. The palate is much like the nose: flat and low on vitality. Jammy blueberry and herbal flavors finish chunky, without lift or nuance.",,85,18.0,Northern Spain,Navarra,Napa,Michael Schachner,@wineschach,Finca Albret 2015 Garnacha (Navarra),Garnacha,Finca Albret
3506,US,"Created by Joshua Klapper, the fine winemaker at La Fenetre, for Santa Monica's Fig Restaurant, this wine is balanced in alcohol and subtle, but complex in its array of fruits, spices, earth, oak, tannins and acids. If you're in the area, check it out.",,92,34.0,California,Santa Maria Valley,Central Coast,,,Fig 2010 Pinot Noir (Santa Maria Valley),Pinot Noir,Fig
3566,Argentina,"Reedy and green on the nose, then choppy and clipped on the palate. For a full-priced Malbec, this is lacking in ripeness, body and finesse; it's prickly and limited, with green bean, rhubarb and cranberry flavors. Not bad but underwhelming for $33.",Reserva,84,33.0,Mendoza Province,Mendoza,California Other,Michael Schachner,@wineschach,Ksana 2008 Reserva Malbec (Mendoza),Malbec,Ksana
3745,US,"This unusual blend of Petite Sirah and Teroldego is very rich and ripe, brimming with blackberry, grilled mushrooms splashed with balsamic, cassis, pepper and cedar. It has lovely tannins, soft and refined. The only problem is excessive heat from high alcohol.",Sorcerer's Stone,87,45.0,California,California,California Other,,,Cinnabar 2008 Sorcerer's Stone Red (California),Red Blend,Cinnabar
3844,Portugal,"This is a ripe, sweet wine, full of toffee and smooth vanilla. There is just enough tangy bitter orange to give it a tawny character. The aftertaste, though, is soft and rounded.",Dow's Boardroom,86,25.0,Port,,Napa,Roger Voss,@vossroger,Dow's NV Dow's Boardroom  (Port),Port,Dow's
3908,Australia,"This is a classically styled Coonawarra Cab, with ample cassis, cedar and mint wrapped up into a balanced, well-proportioned whole. The Katnook style favors silky tannins over power, making this elegant Cabernet one to drink over the next several years.",Founder's Block,89,20.0,South Australia,Coonawarra,Oregon Other,Joe Czerwinski,@JoeCz,Katnook Estate 2009 Founder's Block Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Katnook Estate
4072,US,"This is all Merlot, tight and toasty, with generous black fruits compacted into a dense core. This one needs more bottle age, and/or substantial decanting time, but it shows excellent depth and polish already.",,90,25.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Airfield Estates 2009 Merlot (Yakima Valley),Merlot,Airfield Estates
4177,Italy,"Here's a fun and zingy white that offers aromas and flavors of white spring flower, tart green apple and a hint of mineral. It's simple but well made, with zesty acidity that gives it a refreshing finish.",Castel Pietra,85,13.0,Northeastern Italy,Vigneti delle Dolomiti,Southern Oregon,Kerin O’Keefe,@kerinokeefe,Mezzacorona 2014 Castel Pietra Pinot Grigio (Vigneti delle Dolomiti),Pinot Grigio,Mezzacorona
4304,US,"Delicate layers of smoke, vanilla and spice lavish this textured Chardonnay that's remarkably light on its feet. Fermentation in a variety of oak barrels lends nuance to bright apple, pear and honeysuckle notes on the palate and mouthfeel that's rich, creamy and round. Brisk acidity cuts through the finish.",Barrel Fermented Limited Release,91,16.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Red Tail Ridge 2012 Barrel Fermented Limited Release Chardonnay (Finger Lakes),Chardonnay,Red Tail Ridge
4330,US,"Hard to say if this is a dessert wine or a rosé, because it's fairly sweet. Let's call it a rosé. And a pretty one it is, with savory orange, raspberry and vanilla flavors, balanced with acidity.",Pink Truck,86,9.0,California,California,California Other,,,Red Truck 2009 Pink Truck Rosé (California),Rosé,Red Truck
4356,Italy,"Dark berry, rose petal, tilled soil, aromatic herb, leather and a whiff of game are just some of the aromas you'll find on this intense, full-bodied wine. The palate is still tight, showing wild cherry, crushed raspberry, licorice, baking spice and tobacco alongside firm tannins that need time to unwind. It already has depth but will develop even more complexity over the next decade and more. Drink 2018–2027.",Rio Sordo,93,60.0,Piedmont,Barbaresco,Napa,Kerin O’Keefe,@kerinokeefe,Cascina delle Rose 2012 Rio Sordo  (Barbaresco),Nebbiolo,Cascina delle Rose
4413,Italy,"Proprietor Maurizio Fuselli's 100% Syrah from coastal Tuscany—his debut vintage—could not be more encouraging. The wine exhibits pure berry fruit: Blackberry and cherry is backed by leather, spice and cigar box. The wine has tight, solid tannins, good length and a long, cherry-driven finish.",Marchesale,93,60.0,Tuscany,Toscana,Southern Oregon,,,Fattoria Terre del Marchesato 2004 Marchesale Syrah (Toscana),Syrah,Fattoria Terre del Marchesato
4519,Austria,"This is a taut, terroir-driven Riesling. It is textured with both minerality and tense, racy fruitiness. With its perfumed background, this is a wine for aging. Screwcap.",Pfaffenberg Erste Lage,92,35.0,Kremstal,,Central Coast,Roger Voss,@vossroger,Salomon-Undhof 2011 Pfaffenberg Erste Lage Riesling (Kremstal),Riesling,Salomon-Undhof
4526,Chile,"More herbal and plodding than prior vintages, with slightly pickled, briney flavors of blackberry, plum, olive and cough drop. Good in the mouth, with proper size and balance. Finishes a little green and peppery, but that's Carmenère, folks, like it or leave it.",Armador,85,12.0,Maipo Valley,,Sierra Foothills,Michael Schachner,@wineschach,Odfjell 2009 Armador Carmenère (Maipo Valley),Carmenère,Odfjell
4571,Chile,"Full, ripe black-fruit aromas open this fine Casablanca Syrah. In the mouth, this is juicy and fresh, with good body weight. Black plum, blackberry, barrel spice and herbal flavors finish long, subtle and lightly herbal. Drink through 2019.",Bayo Oscuro,90,34.0,Casablanca Valley,,Napa,Michael Schachner,@wineschach,Kingston Family 2014 Bayo Oscuro Syrah (Casablanca Valley),Syrah,Kingston Family
4747,Italy,"Here's a hardy, meaty interpretation of Primitivo with thick aromas of tobacco, leather, earth and blackberry. It has ripe, mature notes of black fruit and berry and offers succulence and power on the close.",,87,23.0,Southern Italy,Salento,Napa-Sonoma,,,Conti Zecca 2006 Primitivo (Salento),Primitivo,Conti Zecca
4852,South Africa,"This wine is rich in aromas and flavors of blackberry preserves, ripe cherries, raspberry sauce and vanilla bean. It's low in acid, leaving a round and soft impression on the palate. Drink now.",The Coco,84,,Western Cape,,Columbia Valley,Lauren Buzzeo,@laurbuzz,Roos Family 2016 The Coco Merlot-Cabernet Franc (Western Cape),Merlot-Cabernet Franc,Roos Family
4887,US,"A simple but likeable Pinot Noir, with ripe raspberry and cherry fruit. It's dry and silky, and worth drinking with a world-class bacon cheeseburger.",,86,25.0,California,Carneros,Napa-Sonoma,,,Artesa 2009 Pinot Noir (Carneros),Pinot Noir,Artesa
4948,France,"This Merlot-dominated blend is full of dense fruit, with a soft black currant flavor. A bite of tannin at the back gives structure and aging potential. Drink from 2019.",,87,24.0,Bordeaux,Blaye Côtes de Bordeaux,Southern Oregon,Roger Voss,@vossroger,Château Haut Peyrefaure 2015  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Haut Peyrefaure
5209,US,"A very rich blush wine made from the same Cabernet grapes that go into the winery's expensive dry table wine. It's silky and wonderfully crisp, with deep flavors of raspberries, rose petals and vanilla spice. Wonderful with mushroom risotto, or with little puff pastry appetizers.",Cabernet Sauvignon,92,24.0,California,Howell Mountain,Napa,,,Notre Vin 2006 Cabernet Sauvignon Rosé (Howell Mountain),Rosé,Notre Vin
5239,France,"Rich and fruity, this wine is balanced, with tannins and red fruits in harmony. It has weight and richness without being overpowerful. Ready to drink in six months.",,87,17.0,Bordeaux,Bordeaux Supérieur,Southern Oregon,Roger Voss,@vossroger,Château Montlau 2010  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Montlau
5243,Portugal,"Bright and fruity, this has a ripe applesauce flavor that's cut with citrusy acidity. It's a great apéritif, with a soft texture and refreshing finish.",Alandra Branco,85,8.0,Alentejano,,Finger Lakes,Roger Voss,@vossroger,Herdade do Esporão 2011 Alandra Branco White (Alentejano),Portuguese White,Herdade do Esporão
5320,Spain,"Simple and fresh up front, this Verdejo deals common apple and nectarine aromas in front of a plump yet juicy palate. Flavors of citrus fruits, peach, saline and herbs finish pithy.",,87,16.0,Northern Spain,Rueda,Sierra Foothills,Michael Schachner,@wineschach,Naia 2012 Verdejo (Rueda),Verdejo,Naia
5417,Portugal,"This is hardly a fashionable color for rosé, deep and almost like a light red wine. It tastes heavy, although the red fruits are cut by ample acidity. The finish is rich and ripe.",,83,13.0,Vinho Verde,,Central Coast,Roger Voss,@vossroger,Casa do Valle 2014 Rosé (Vinho Verde),Rosé,Casa do Valle
5752,France,"This is undeniably a concentrated wine offering a complex set of very appealing aromas and flavors (singed grapefruit peel, honey, caramel). However, it is a bit out of balance at 15.5% alcohol and finishes shorter than one has a right to expect in this triple-digit price range. It's starting to show some development and will probably not improve, so best to drink up soon.",Wintzenheim Hengst Grand Cru,89,110.0,Alsace,Alsace,New York Other,,,Domaine Zind-Humbrecht 2007 Wintzenheim Hengst Grand Cru Gewürztraminer (Alsace),Gewürztraminer,Domaine Zind-Humbrecht
5870,US,"From a Lompoc-based producer comes this Sonoma Coast Chardonnay, pungent in rich, ripe pear puree. Softly textured it goes down easy and is a nice, small-production find.",,88,22.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Conarium 2012 Chardonnay (Sonoma Coast),Chardonnay,Conarium
5889,US,"A strong effort from Olsen Estates, this 100% Syrah has fine varietal character, in a rough and tumble style. Cured meats, herbs, earth and hints of sea salt mingle with the wild berry fruit flavors. It's balanced and fresh, with lingering and nuanced flavors threading through the gulpable finish.",,92,29.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Olsen Estates 2007 Syrah (Yakima Valley),Syrah,Olsen Estates
5908,US,"Brooding aromas of coffee, vanilla and herbs lead to elegantly styled fruit flavors that taper toward the finish.",,88,25.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gamache 2011 Merlot (Columbia Valley (WA)),Merlot,Gamache
6080,US,"Floral in rose petal, this mouthwatering wine is awash in light beams of watermelon and grapefruit—its soul infinitely crisp. Refreshingly memorable, it sparks in orange and cherry on the finish.",Rosé of,90,35.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Keller 2016 Rosé of Pinot Noir (Sonoma Coast),Pinot Noir,Keller
6172,US,"Soft and sexy, this small-production Pinot is made from Swan-clone grapes exclusively, which provides an intriguing spiciness to the wine. Amid the spice is a brambly taste of blackberry and blueberry, layered and juicy on the palate, the tannins well-ingrained through the finish.",Clonal Series Swan,90,55.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Domaine Carneros 2012 Clonal Series Swan Pinot Noir (Carneros),Pinot Noir,Domaine Carneros
6173,US,"This bottling includes 14% Merlot, 6% Cabernet Franc, 4% Petit Verdot and 1% Malbec. Sharp blackberry, smoky cedar and slightly green tomato-leaf aromas give way to a medium-bodied palate that's complex, with flavors of crushed oregano, dill, thyme and marjoram, all surrounding a smoky, juicy blackberry core.",,93,35.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Domaine Eden 2011 Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Domaine Eden
6361,US,"A very good dessert wine, whose acidity provides balance to the sweet apricot, orange, vanilla and honeysuckle flavors. A bit of tease, it would score far higher with greater intensity.",Late Harvest,87,48.0,California,North Coast,North Coast,,,Longboard 2010 Late Harvest Sémillon (North Coast),Sémillon,Longboard
6368,US,"This offers an aromatic core of blackberry, cherry and plum notes that are offset by tobacco, leather and brown-spice accents. A touch of prune surfaces on the lush, round palate, and the acids stand out on the cherry-skin-flavored finish.",,86,30.0,Virginia,Virginia,Finger Lakes,,,Rappahannock Cellars 2009 Meritage (Virginia),Meritage,Rappahannock Cellars
6440,Chile,"Dusty blackberry and dark plum aromas come with spice, particulary pepper. Feels crisp, juicy and tight on the palate, with plum, cherry, red licorice candy and peppery flavors. Dry on the finish, and only slightly herbal overall.",Natura,87,11.0,Colchagua Valley,,Washington Other,Michael Schachner,@wineschach,Emiliana 2010 Natura Carmenère (Colchagua Valley),Carmenère,Emiliana
6488,France,"Intensely liquorous, this finely balanced wine shows considerable sweetness, but it is so delicate and understated. This makes it a great food wine. There is a suggestion of honey, while baked apple flavors are more apparent. And the layer of acidity keeps the wine fresh and racy.",Clos de la Guiberderie,91,,Loire Valley,Coteaux du Layon Saint Aubin,Central Valley,Roger Voss,@vossroger,Domaine Philippe Delesvaux 2004 Clos de la Guiberderie Chenin Blanc (Coteaux du Layon Saint Aubin),Chenin Blanc,Domaine Philippe Delesvaux
6495,Germany,"Hugely sweet yet reasonably balanced given its enormous concentration, this is a tremendous example of the quality heights sweet Riesling can achieve. Golden raisin, dried apricots and candied pineapple all swirl together in a delicious haze of sugar-coma-inducing syrup that nevertheless goes down easily. Will age easily for decades.",Kiedrich Gräfenberg Trockenbeerenauslese,97,612.0,Rheingau,,South Coast,Joe Czerwinski,@JoeCz,Robert Weil 2009 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Riesling,Robert Weil
6558,France,"From one of the leading estates in this cru appellation, the wine is structured and firm and likely to age well. With black cherry and red-currant fruits it is crisp although with its solid texture it should broaden out. Drink this wine from 2018.",,90,22.0,Beaujolais,Chiroubles,Napa-Sonoma,Roger Voss,@vossroger,Domaine Cheysson 2015  Chiroubles,Gamay,Domaine Cheysson
6566,US,"Stainless-steel fermented, this Sierra Foothills' Sauvignon Blanc is creamy, with great texture, and lilting layers of light peach, kiwi, lime and melon. Delicious—enjoy it with seafood or goat cheese on crackers.",Solstice,88,20.0,California,Sierra Foothills,Sierra Foothills,Virginie Boone,@vboone,Sierra Starr 2011 Solstice Sauvignon Blanc (Sierra Foothills),Sauvignon Blanc,Sierra Starr
6663,US,Volatile aromas lead into fruit flavors that could be anything. It's more like Roussanne than Pinot Noir.,Le Jour Magique White,84,55.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Erath 2010 Le Jour Magique White Pinot Noir (Willamette Valley),Pinot Noir,Erath
6674,Portugal,"A ripe, mineral and richly fruity wine, this is crisp while also having a creamy texture. It is a blend of four of the Douro white grapes, rich and finished with acidity. Drink from 2018.",Poças Reserva Branco,88,25.0,Douro,,Columbia Valley,Roger Voss,@vossroger,Poças 2016 Poças Reserva Branco White (Douro),Portuguese White,Poças
6699,US,"This is classic Beringer Private Reserve Chard, ripe, oaky, lush, balanced and utterly delicious. There's a lot of everything, from massive tropical and citrus fruits to creamy lees. The malolactic fermentation helps make it buttery and 80% new French oak brings buttered toast and vanilla-bean richness. Balance comes by way of acidity and minerality.",Private Reserve,92,44.0,California,Napa Valley,Napa,,,Beringer 2012 Private Reserve Chardonnay (Napa Valley),Chardonnay,Beringer
6956,US,"By calling it Fumé, instead of Sauvignon, Blanc, the winery telegraphs that the wine was aged in barrels. The wood has given a subtle, rich texture of smoky cream, while the yeast adds doughy notes to the citrus, fig and spice flavors.",,87,17.0,California,Sonoma County,Sonoma,,,Ferrari-Carano 2007 Fumé Blanc (Sonoma County),Fumé Blanc,Ferrari-Carano
7046,Italy,"There's a pretty mineral context here that frames a juicy core of honey, almond and peach. This oak-aged Chardonnay is simple but genuine and would make a good companion to endive salad with blood oranges and black olives.",Barricato 40,87,12.0,Northeastern Italy,Trentino,North Coast,,,Bollini 2008 Barricato 40 Chardonnay (Trentino),Chardonnay,Bollini
7060,US,"This delivers smoke, coffee bean, dark red fruit and spice aromas. It's oak-forward on the palate, somewhat obscuring the fruit flavors, but it still brings appeal.",Star,89,35.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Baer 2014 Star Merlot (Columbia Valley (WA)),Merlot,Baer
