id,title,text,url,wiki_id,views,paragraph_id,langs
401242,New Walk Museum,"The museum has a specimen of international importance, the Charnia fossil. This was the first fossil ever described from undoubted Precambrian rocks. Until then, no large (non-microscopic) forms of life were known to exist at that time. The object in the museum – ""Leicester's fossil celebrity"" – is a holotype. It is the actual physical example from which the species was first identified and formally described. ""Charnia masoni"" was named after Roger Mason. He discovered it in Charnwood Forest in 1957, when he was a schoolboy. He who went on to a career as an academic geologist. The fossil had been discovered a year earlier by a schoolgirl, Tina Negus, ""but no one took her seriously"".",https://simple.wikipedia.org/wiki?curid=659975,659975,0.6931471824645996,3,4
106025,Salt lake,"If the amount of water flowing into a lake is less than the amount evaporated, the lake will eventually disappear and leave a dry lake: a 'playa', salt flat or salt pan.",https://simple.wikipedia.org/wiki?curid=448291,448291,26.575159072875977,2,52
293209,Ernest Satow,"In an overview of writings by and about Ernest Mason Satow, OCLC/WorldCat lists roughly 200+ works in 300+ publications in 9 languages and 4,000+library holdings.",https://simple.wikipedia.org/wiki?curid=362778,362778,2.4849066734313965,2,15
62519,Progressive rock,"Some of the important progressive rock bands from the late 1960s and early 1970s include The Moody Blues, Jethro Tull; Yes, Genesis; Pink Floyd; Emerson; Lake & Palmer; Rush; Gentle Giant; Happy The Man; Van der Graaf Generator, and King Crimson.",https://simple.wikipedia.org/wiki?curid=17614,17614,59.89946746826172,6,59
128018,Combination (mathematics),"In general, the number of combinations of k objects from n objects, written as formula_1 or formula_2, is equal to formula_3, where ""!"" stands for the factorial notation. This number is also known as the binomial coefficient.",https://simple.wikipedia.org/wiki?curid=479683,479683,18.83275604248047,1,52
200372,Candlelight vigil,A candlelight vigil is where a group of people mourn the loss of someone who was close to them. These events are usually held at sunset. Many vigils can be for someone who recently died and are remembered with silence and a candle burning.,https://simple.wikipedia.org/wiki?curid=308806,308806,7.336936950683594,0,8
223813,John Peisley,"In December 1860, convict Peisley gained his Ticket of Leave at Scone, conditional upon him remaining in the Hunter River Valley. On 23 March 1861, fifty miles north-east of Bathurst, between Louisa Creek and Tambaroora, with fellow Cockatoo Hand named McKenzie, he robbed travelling bank officer Richard Cox Shaw carrying £565 in notes, also some gold and silver coins. Earlier bushrangers were mostly transported convicts; colony-born Peisley became the first true ""Wild Colonial Boy"". The robbers split and Peisley absconded to the Abercrombie Ranges he knew well. In May, at Fish River in Fogg’s ironbark slab humpy, six miles from Bigga, Peisley and Frank Clark reunited and teamed with John Gilbert as highway robbers, ‘sticking up’ travellers in the area between Bathurst, Lambing Flat, Gundagai and Yass. On 16 July morning, Sergeant John Middleton and Trooper William Hosie stationed at Tuena, descended upon Fogg’s humpy occupied by Fogg, his wife and children, Frank Clark armed with a six-shot revolver handgun, and Jim Barney, an old man. Unknown to the troopers, Peisley and Gilbert were camped one mile away. Called to surrender, Clark shot Middleton three times, in the hand, mouth and hip, and Trooper William Hosie received a glancing ball to his forehead. Clark was also wounded. They wrestled before Clark gave up and was manacled. Barney took off to warn Peisley and Gilbert. Middleton left for Bigga to get help and reinforcements. Circumstances of Hosie leaving for Bigga were disputed. Fogg claimed Hosie accepted fifty sovereigns to release Clark and to say he escaped. Hosie averred at Fogg’s trial for obstructing police, while he and Fogg escorted the prisoner along the road to Bigga, Clark escaped when bushrangers Peisley and another (Gilbert) waylaid them. Trooper Hosie reached Bigga alone mid-afternoon. Weak and delirious from loss of blood, Sergeant Middleton arrived at nightfall. Both would later recover. Reports of Crime issued July and August 1861 declared £120 rewards, £20 for Clark’s apprehension, and £50 for Peisley’s, and further sum of £50 by Government for such information as shall lead to the conviction of those concerned in the outrage of attacking and wounding the Patrol with Firearms in the Bathurst District. The report disclosed:",https://simple.wikipedia.org/wiki?curid=128734,128734,5.545177459716797,4,2
473389,Arukalickal,Arukalickal is the part of Pathanamthitta Loksabha constituency. Mr. Anto Antony is the current Member of Parliament of the constituency.,https://simple.wikipedia.org/wiki?curid=753982,753982,0.0,0,2
6237,Donald Trump,"On November 8, 2016, Trump won the presidency with 306 electoral votes to Clinton's 232 votes, even though Trump won a smaller part of the popular vote than Clinton. He is the fourth person to become president without winning the popular vote. The final popular vote difference between Clinton and Trump is that Clinton finished ahead by 2.86 million or 2.1 percentage points, 48.04% to 45.95%, with neither candidate reaching a majority. Trump's victory was considered a big political upset, as nearly all national polls at the time showed Hillary Clinton with a modest lead over Trump, and state polls showed her with a modest lead to win the Electoral College. In the early hours of November 9, 2016, Trump received a phone call in which Clinton conceded the presidency to him. Trump then delivered his victory speech before hundreds of supporters in the Hilton Hotel in New York City.",https://simple.wikipedia.org/wiki?curid=63654,63654,464.177490234375,28,231
369559,Bridget Jones: The Edge of Reason,"Bridget Jones: The Edge of Reason is a 2004 British French German Irish American romantic comedy movie directed by Beeban Kidron and is based on the 1999 novel of the by Helen Fielding. It stars Renée Zellweger, Colin Firth, Hugh Grant and is the sequel to the 2001 movie ""Bridget Jones's Diary"". It was distributed by Universal Pictures.",https://simple.wikipedia.org/wiki?curid=774743,774743,0.6931471824645996,0,34
459575,Morena Tartagni,"Since April 2014 she holds, within the council of the Municipality of Senago, the position of Councilor for sports and leisure, youth and labor policies.",https://simple.wikipedia.org/wiki?curid=884322,884322,0.0,4,6
164385,Dordrecht,In 1572 the Dutch Dukes under Willem van Oranien declared their independence from Spain in Dordrecht.,https://simple.wikipedia.org/wiki?curid=32750,32750,11.325921058654785,1,78
419679,André Carrillo,"He has made 75 appearances for Peru since making his debut in 2011, and has played for the national team at Copa América (finishing third in 2011 and 2015, and second in 2019) and the 2018 FIFA World Cup.",https://simple.wikipedia.org/wiki?curid=877931,877931,0.0,1,37
156883,Migrant worker,"The United Nations' use of this term overlaps with 'foreign worker'. In the United States, the term is commonly used broadly to describe people who move frequently to find work or, more narrowly, those who earn low wages performing manual labor in the agriculture field.",https://simple.wikipedia.org/wiki?curid=64844,64844,12.59443187713623,0,22
258389,Quechuas,"The Quechuas of Ecuador call themselves - as well as their language Kichwa - ""Kichwas"" or ""Quichuas"". The Kichwa-speaking group of Colombia are the Ingas.",https://simple.wikipedia.org/wiki?curid=111171,111171,3.465735912322998,1,53
337221,Salmon Arm,"Salmon Arm is a city in the Canadian province of British Columbia. Salmon Arm is found in the Shuswap Country of the Southern Interior. The population of Salmon Arm was 17,464 in 2011. The mayor of Salmon Arm is Nancy Cooper.",https://simple.wikipedia.org/wiki?curid=287723,287723,1.3862943649291992,0,19
40061,Arabian horse,"In the desert, humans were the only source of food and water for the Arabian horse. Where there was no pasture, the Bedouin fed their horses dates, a fruit of the date palm tree, and camel's milk. Arabians needed to live on very little food, and survive a dry climate that was very hot in the day but very cold at night. Weak horses did not live, and the horses who survived the desert also had to survive being ridden for war. Therefore, the Arabian horse became very tough and able to live in a harsh world.",https://simple.wikipedia.org/wiki?curid=43182,43182,104.38092803955078,7,63
229819,Hyperkalemia,"Many medications can cause hyperkalemia, and it is much more likely to occur in people kidney problems.",https://simple.wikipedia.org/wiki?curid=236364,236364,4.969813346862793,1,34
158153,"Naperville, Illinois","Naperville became a city in 1890 with a population of 2,629 from the 1900s census. It grew to 12,933 residents by 1960. Between 1890 and 1920, residents began to receive basic city services like water, sewers, electricity, and landlines.",https://simple.wikipedia.org/wiki?curid=155915,155915,12.306750297546387,2,58
320184,Guildhall School of Music and Drama,"Famous musicians who studied there include the trumpeter Alison Balsom, the composer Thomas Adès, the flautist Sir James Galway, the pianist Paul Lewis, the violinist Tasmin Little and the singers Kate Royal and Bryn Terfel.",https://simple.wikipedia.org/wiki?curid=261963,261963,1.7917594909667969,4,22
5265,ß,"The ""ß"" is used only in German and never at the start of German words. The uppercase ""ß"" (""ẞ"") exists only for typesetting, such as in a dictionary. Instead of lowercase ""ß"", one can also write ""ss"". As no words start with double ""s"" or ""ß"", no uppercase ""ß"" is necessary.",https://simple.wikipedia.org/wiki?curid=69562,69562,510.7139587402344,3,56
356440,Katsuyoshi Shinto,"On May 27, 1987, Shinto debuted for the Japan national team against Senegal. He played at 1988 Summer Olympics qualification, 1990 World Cup qualification and 1990 Asian Games. He played 15 games and scored 1 goal for Japan until 1990.",https://simple.wikipedia.org/wiki?curid=204814,204814,1.0986123085021973,1,49
80790,Lynx,"""Lynx"" are usually solitary, although a small group may travel and hunt together occasionally. Mating takes place in the late winter and once a year the female gives birth to between two and four kittens. The young stay with the mother for one more winter, a total of around nine months, before moving out to live on their own as young adults.",https://simple.wikipedia.org/wiki?curid=24632,24632,41.72016525268555,6,102
223617,Lagerordnung,"Tolerance means weakness. Realizing this, there will be a ruthless grip there, where, in the interests of the fatherland, it appears necessary. The decent, incited [sic] ""Volksgenosse"" will not come into contact with these penalties. But to the politicizing rabble-rouser and intellectual agitator — regardless of which direction — let it be said, beware, that you're not nabbed, otherwise you'll be grabbed by the neck and after your own recipe, [sic] made to hold your peace.",https://simple.wikipedia.org/wiki?curid=564322,564322,5.545177459716797,16,4
123123,Tree fern,"Unlike flowering plants, tree ferns do not form new woody tissue in their trunk as they grow. Rather, the trunk is supported by a fibrous mass of roots that expands as the tree fern grows.",https://simple.wikipedia.org/wiki?curid=325274,325274,20.336833953857422,4,35
9255,Argentina,"The name Argentina comes from the Latin ""argentum"" (silver) as the Spanish conquistadors believed the area had silver. In the Americas (South and North), Canada, US, Brazil and Argentina are the largest countries (in that order).",https://simple.wikipedia.org/wiki?curid=54,54,363.7897644042969,4,282
90401,Cheque,"When more people started to use cheques, more things were added to make them more secure and easy to track. They started to require the drawer's signature to be confirmed. The signature on a cheque is the main way to tell if a cheque is real. Cheques also started to need the amount written in words and numbers. This made it harder to make mistakes and harder to change the cheque after it was already written.",https://simple.wikipedia.org/wiki?curid=526952,526952,35.01070785522461,3,79
245309,Joseph Cook,Sir Joseph Cook (7 December 1860 – 30 July 1947) was the sixth Prime Minister of Australia from June 1913 until September 1914. He was Prime Minister when World War I started. He moved to London when he retired.,https://simple.wikipedia.org/wiki?curid=37981,37981,4.158883094787598,0,33
47499,Antisexuality,The Shakers was a radical Protestant sect that opposed procreation and all sexual activity. The Shakers were more opposed to pregnancy than anything else.,https://simple.wikipedia.org/wiki?curid=85237,85237,84.2485580444336,2,13
333318,Jack Layton,"Thirty seven NDP MPs were elected under Layton in the 2008 election. In the 2011 federal election, he led the NDP to a historic total of 103 seats and formed the Official Opposition. Although recovering from illness, Layton campaigned tirelessly, and inspired many people. Importantly, the NDP had increased its number of Quebec MPs from one to fifty-nine seats, almost eliminating the previous Bloc Québécois MPs.",https://simple.wikipedia.org/wiki?curid=306076,306076,1.3862943649291992,2,27
61997,Depictions of nudity,"In addition to fine art, photography of nudity has also been glamorous, sexual and then pornographic.",https://simple.wikipedia.org/wiki?curid=919911,919911,60.62214279174805,4,4
189303,Puddle of Mudd,"Puddle of Mudd is an American rock band from Kansas City, Missouri. Puddle of Mudd has five members in the band; the current band members are Wes Scantlin, Paul Phillips, Doug Ardito, Shannon Boone and Dizzi Devereux.",https://simple.wikipedia.org/wiki?curid=314282,314282,8.317766189575195,0,21
409638,Slovakia men's national ice hockey team,"The Slovak men's national ice hockey team is one of the best national ice hockey teams in the world. As of 2008, the International Ice Hockey Federation (IIHF), the world governing body of ice hockey, ranks them as the eighth best national team. The team is operated by the Slovak Ice Hockey Federation under general manager Peter Bondra, and head coach Ján Filc. In the last six years, Slovakia has won three medals at the World Championships, including a gold medal in 2002. Slovakia has a total of 12,375 hockey players (0.23% of the population).",https://simple.wikipedia.org/wiki?curid=215000,215000,0.6931471824645996,0,0
461935,Sutton Common railway station,There are two platforms at this station. Platform 1 is for trains towards Luton via Wimbledon station. Platform 2 is for trains towards Sutton (Surrey).,https://simple.wikipedia.org/wiki?curid=565645,565645,0.0,1,5
68843,Hemoglobin,"Hemoglobin (or haemoglobin) is a protein in red blood cells which contains iron. It is used to transport oxygen around the human body. Hemoglobin is found in the red blood cells of all vertebrates apart from white-blooded fish. It also occurs in some invertebrates. Some invertebrates use other chemicals, such as hemocyanin.",https://simple.wikipedia.org/wiki?curid=48225,48225,52.86263656616211,0,94
343932,Smythe Division,The new Patrick Division was also in the Clarence Campbell Conference. The other conference was the Prince of Wales Conference. The East Division and the new Adams Division were in the Prince of Wales Conference. This was the first year for conferences in the NHL. The old West Division teams were moved into all of the new divisions.,https://simple.wikipedia.org/wiki?curid=242574,242574,1.3862943649291992,2,10
353077,Austin Lewis (politician),"Lewis was born in Richmond, a suburb of Melbourne, Victoria. He married Wilma Lawrey in 1956. The couple had four children.",https://simple.wikipedia.org/wiki?curid=740219,740219,1.3862943649291992,1,2
14957,Henry II of England,"Henry had constant struggles and battles against the French King Louis VII of France, but also many conflicts with his own wife and sons. His legitimate children were, he said, ""the real bastards"". When they were not fighting each other, they were fighting Henry. First Richard and young Henry fought their father for possession of lands they had been promised. They were defeated, and fined heavily. Later Eleanor and young Henry led a civil war against King Henry (1173/74). This Henry also won, just. Richard finally defeated Henry in a battle for Anjou (1189). Richard had the help of Philip II, who was now King of France.",https://simple.wikipedia.org/wiki?curid=50970,50970,261.7505187988281,9,74
421071,Bischberg,Bischberg is a community in the Upper Franconian district of Bamberg being at the forks of the rivers Regnitz and Main some 5 km west of Bamberg.,https://simple.wikipedia.org/wiki?curid=883478,883478,0.0,0,35
189136,Exeter Cathedral,"Exeter Cathedral is an Anglican cathedral in the city of Exeter, Devon, in the southwest of England. It is the seat of the Bishop of Exeter. The present building was complete by about 1400, and has the longest uninterrupted vaulted ceiling in England, and other notable features. The cathedral is built in Gothic style.",https://simple.wikipedia.org/wiki?curid=117087,117087,8.317766189575195,0,27
67574,Bashar al-Assad,The United States placed sanctions against the Assad government in April 2011. Canada and the European Union also placed sanctions against the government in May 2011.,https://simple.wikipedia.org/wiki?curid=317000,317000,54.02691650390625,8,107
47795,Republicanism in the United States,"Republicanism in the United States grew out of some very old ideas. It includes ideas from ancient Greece, ancient Rome, the Renaissance, and England.",https://simple.wikipedia.org/wiki?curid=536019,536019,83.53214263916016,3,8
469684,Bobby Aylward,"Bobby Aylward (1 April 1955 – 14 July 2022) was an Irish Fianna Fáil politician. He was a Teachta Dála (TD) for the Carlow–Kilkenny constituency from 2007 to 2011 and 2015 to 2020. He was a member of Kilkenny County Council from 1992 until his election to the Dáil in 2007. Aylward was born in Kilkenny, Ireland.",https://simple.wikipedia.org/wiki?curid=943004,943004,0.0,0,3
315465,Christian radio,"While Evangelical groups have by far the most stations, there are also Roman Catholic radio stations. Liberal Christian groups make some programs, but few own their own stations, preferring to buy time on other, usually secular stations.",https://simple.wikipedia.org/wiki?curid=698089,698089,2.079441547393799,4,2
85738,Sexual assault,"Sexual assault is a common theme in the bible, and often associated with condemn and punishment. In Judges 19:22-26, men of Gibeah assaulted an Ephraimite's wife to death and the whole of Israel went against the assaulter's. In Genesis 19:30-38, Lot, a nephew of Abraham, and a father figure of a family was raped by his daughters.",https://simple.wikipedia.org/wiki?curid=70725,70725,38.070980072021484,7,36
319997,North Delhi,"Administratively, the district is divided into three subdivisions, Sadar Bazar, Kotwali, and Civil Lines.",https://simple.wikipedia.org/wiki?curid=599776,599776,1.7917594909667969,1,23
160230,Tokelauan language,"Tokelauan is written in the Roman alphabet, using 15 letters: a, e, i, o, u, f, g, k, l, m, n, p, h, t, and v.",https://simple.wikipedia.org/wiki?curid=391320,391320,12.055436134338379,2,41
236972,Gurkha,"Gurkhas (Gorkhas) are North Indian or Nepali citizens of Khas origin recruited into the British Army, and now also recruited into the modern Nepali and Indian Armies. They come from the mountains of India and are best known for their courage, honesty, and loyalty.",https://simple.wikipedia.org/wiki?curid=66493,66493,4.564348220825195,0,47
52201,Shenzhen,"Shenzhen () is a city in Guangdong province, China. It is just north of Hong Kong. It has a subtropical climate.",https://simple.wikipedia.org/wiki?curid=223604,223604,74.76921081542969,0,107
80701,Rialda Kadrić,"She planned to take part in the sequel to the series ""Mad Years"", but her sudden death prevented this.",https://simple.wikipedia.org/wiki?curid=896012,896012,41.82552719116211,2,4
351045,Meg Hillier,"Meg Hillier (born 1969, Hampstead) is the Labour MP for Hackney South and Shoreditch. She was also the Mayor of Islington, where she lives. She read Philosophy, Politics and Economics at St Hilda's College, Oxford. She is currently Chair of the Public Accounts Committee in Parliament after taking over from Margaret Hodge.",https://simple.wikipedia.org/wiki?curid=386972,386972,1.3862943649291992,0,3
368068,Las Médulas,"Las Médulas (As Médulas or As Meduas in Galician language) is a historical site near the town of Ponferrada, Spain. It used to be the most important gold mine in the Roman Empire. In order to remove the gold, the Romans washed away an entire mountain. From the 2nd to the 4th century AD the Romans used slaves to mine about 900 tons of gold. It left a series of rock pinnacles, gullies, caves and tunnels. Las Médulas is listed by the UNESCO as one of the World Heritage Sites.",https://simple.wikipedia.org/wiki?curid=465291,465291,0.6931471824645996,0,37
198534,San José Province,"The San José province had a population, in 2011, of 1,404,242 for a population density of inhabitants/km. The canton of San José, with 288,054 inhabitants, is the canton with more inhabitants.",https://simple.wikipedia.org/wiki?curid=389121,389121,7.336936950683594,4,47
445406,Jim Sasser,"James Ralph Sasser (born September 30, 1936) is an American politician and attorney. He is a Democrat. He was a United States Senator from Tennessee from 1977 to 1995, and was Chairman of the Senate Budget Committee.",https://simple.wikipedia.org/wiki?curid=734807,734807,0.0,0,11
237392,Khalifa bin Salman Al Khalifa,"Khalifa died at the Mayo Clinic in Rochester, Minnesota on 11 November 2020, just two weeks before his 85th birthday.",https://simple.wikipedia.org/wiki?curid=344894,344894,4.564348220825195,1,39
111958,Zakarpattia Oblast,"According to the 2001 Ukrainian Census, the population of Zakarpattia Oblast is 1,254,614. The current estimated population is 1.2 million people (as of 2004).",https://simple.wikipedia.org/wiki?curid=167989,167989,24.143497467041016,19,82
124984,Mass (liturgy),"There are four parts in a Catholic Mass. They are all the same all around the world but in different languages. The four parts are the Introductory Rites, the Liturgy of the Word, the Liturgy of the Eucharist, and Concluding Rites.",https://simple.wikipedia.org/wiki?curid=54636,54636,19.761470794677734,5,72
265058,Bitter almond cookie,"It is made of bitter almonds, sugar and egg whites and topped with almonds. Its paste contains almond extract. A bitter almond cookie is similar to a macaroon.",https://simple.wikipedia.org/wiki?curid=361509,361509,3.465735912322998,0,7
288409,Crystal Wahpepah,"She opened a catering business. Large companies like Google and Facebook have hired her to cook. Even though the San Francisco Bay Area had many kinds of chefs, there were no indigenous food restaurants. She traveled around the United States and learned more about Native farming and cooking. Eventually she opened her own restaurant.",https://simple.wikipedia.org/wiki?curid=889091,889091,2.7725887298583984,3,0
117574,Hadean,"Early in Earth history, the Moon was torn out by a massive collision with a proto-planet. The evidence for this giant impact hypothesis is:",https://simple.wikipedia.org/wiki?curid=218182,218182,22.01081085205078,2,63
181832,Pederpes,"""Pederpes"" had a large, somewhat triangular head, similar to that of later American ""Whatcheeria"". This specimen shows the earliest example of a foot adapted for walking on land. The feet look like the feet of later, more terrestrially adapted Carboniferous forms. ""Pederpes"" is therefore the earliest known tetrapod that walked on land.",https://simple.wikipedia.org/wiki?curid=308802,308802,9.12869644165039,1,10
331567,Schöneberg,During the Seven Years' War on 7 October 1760 Schöneberg and its village church were completely destroyed by a fire due to the joint attack on Berlin by Austrian and Russian troops.,https://simple.wikipedia.org/wiki?curid=121947,121947,1.3862943649291992,2,31
61996,Depictions of nudity,"Since the beginning of photography, people have taken photographs of nudity. At first, the photos imitated paintings to avoid censorship, or were sold as references for artists.",https://simple.wikipedia.org/wiki?curid=919911,919911,60.62214279174805,3,4
13083,Sand,"Sand is a mixture of very small pieces of different rocks or minerals. It is the same minerals from which those pieces are broken, such as granite and feldspar. Sand is gritty to touch. It is a naturally occurring granular material composed of finely divided rock and mineral particles. Sand is also formed various rocks by weathering and erosion. Erosion breaks large boulders into smaller rocks. They get smaller and smaller until they reach the beach or a low-lying area as sand.",https://simple.wikipedia.org/wiki?curid=25734,25734,289.5887145996094,0,130
133871,Convention on the Rights of Persons with Disabilities,"Counties must do habilitation and rehabilitation, that is aid to help independence and full physical, mental, social and vocational ability for the persons with disabilities, as early as possible with consideration of the individual needs and strengths of the persons, and also through peer support.",https://simple.wikipedia.org/wiki?curid=256604,256604,17.394346237182617,23,39
135320,Jane Krakowski,"On July 30 and 31 of 2009, Krakowski played the title character in a reading of ""Mrs. Sharp"", with music and lyrics by Ryan Scott Oliver and book by Kirsten A. Guenther, at Playwrights Horizons.",https://simple.wikipedia.org/wiki?curid=322229,322229,17.040996551513672,15,39
423764,Crosey-le-Grand,Crosey-le-Grand is a commune. It is in Bourgogne-Franche-Comté in the Doubs department in east France.,https://simple.wikipedia.org/wiki?curid=933905,933905,0.0,0,32
108757,Internet slang,"Some old words were given new meanings, such as mail (which now means email). This makes many metaphors on the Internet, such as boot (which otherwise mean a shoe) and link (which otherwise means a joint in a metal chain). Some existing acronyms, such as ""AFK"" (To mean ""Away from keyboard"") and ""IRL"" (To mean ""In real life"") were used on bulletin board systems before the internet became popular. These are now used on the internet, such as in chat rooms and on instant messenger software.",https://simple.wikipedia.org/wiki?curid=540,540,25.42443084716797,1,35
18951,Female,"Organisms can either be grouped as male or female. Female humans are called women and their bodies are different from male humans (who are called men). A woman has a vagina between her legs (a male has a penis) which is the main sexual organ. They also have breasts with milk glands, which allow them to nurse (feed) infants. A woman's shoulders are usually not as wide as a man's, but women usually have wider hips than men, because they need wide hips to be able to give birth.",https://simple.wikipedia.org/wiki?curid=3311,3311,215.64414978027344,2,104
341798,Yuki (singer),"Yuki Isoya (born February 17, 1972) is a Japanese singer. Isoya debuted as a singer of the group Judy and Mary in 1993. Judy and Mary broke up in 1999. She began her solo singing career in February, 2002. Isoya has released four albums.",https://simple.wikipedia.org/wiki?curid=63783,63783,1.3862943649291992,0,12
210918,Tisza,"The Tisza is one of the major rivers of Central Europe. It starts in Ukraine, with the White Tisza in the Chornohora and Black Tisza in the Gorgany range, and flows partially along the Romanian border. It then enters Hungary at Tiszabecs and passes through Hungary touching the border with Slovakia. It then into the Danube in central Vojvodina in Serbia. The Tisza drains an area of about 157,186 km².",https://simple.wikipedia.org/wiki?curid=226091,226091,6.2383246421813965,0,77
82613,River Song (Doctor Who),"River Song first appears in the ""Doctor Who"" 2008 series two-episode story ""Silence in the Library""/""Forest of the Dead"". This story was written by Steven Moffat. Here, she meets up with the Tenth Doctor (David Tennant) in the 51st century. She tells him that she is someone he will come to trust completely. River, who wears a space suit, carries a diary that looks like the TARDIS. It is filled with her adventures. She is a professor of archaeology. The Doctor learns that he will trust her in the future when she whispers his real name into his ear. The adventure in the Library is River's last real-life meeting with the Doctor in her chronology. It is their first meeting in his. In the second of the two episodes she dies to save the people who were trapped in the Library's database, before the Doctor could do the same. The Doctor is then able to upload her consciousness into a computer. This allows her to live on in a virtual world created by the Library computer. He does this by using a sonic screwdriver that she was given by himself in his future (her past).",https://simple.wikipedia.org/wiki?curid=320645,320645,40.29897689819336,2,12
242391,Hudson Motor Car Company,"In 1954, Hudson merged with the Nash-Kelvinator Company, to form American Motors Corporation. American Motors (also known as AMC) became famous for their line of Jeep vehicles (a civilian version of military Jeeps), and later Ramblers, Gremlins, and Pacer cars. AMC was finally bought out by the Chrysler Corporation, which still makes Jeep brand vehicles.",https://simple.wikipedia.org/wiki?curid=101536,101536,4.276666164398193,1,22
383006,Sonia Pierre,In 2010 she received the International Women of Courage Award from the United States Department of State.,https://simple.wikipedia.org/wiki?curid=522314,522314,0.6931471824645996,1,15
390268,Touchstone Television,"Touchstone Television is a branding for both 1st and 2nd iteration of the studio starting on 1985. the branding ended in 2007, and then it was revived in August 2020, and then it permanently ended in December 2020.",https://simple.wikipedia.org/wiki?curid=772779,772779,0.6931471824645996,0,9
86798,International Data Encryption Algorithm,"IDEA derives much of its security by interleaving operations from different groups — modular addition and multiplication, and bitwise eXclusive OR (XOR) — which are chosen to be ""algebraically incompatible"".",https://simple.wikipedia.org/wiki?curid=137965,137965,37.33391189575195,4,25
