id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
150,Portugal,"The wine is rich, firmly textured with layers of strong, dusty tannins. It is drily structured although the bright black currant fruit is developing well. Refreshing fruity acidity marks the end.",,87,,Lisboa,,Long Island,Roger Voss,@vossroger,Félix Rocha 2012 Red (Lisboa),Portuguese Red,Félix Rocha
151,Chile,"Weak aromas of peach pit and tropical fruit are none too exciting, while the palate is dilute and carries flavors of orange and lime. Too narrow to warrant a recommendation, with barely any concentration.",Reserva,82,12.0,Maule Valley,,Sonoma,Michael Schachner,@wineschach,Chilensis 2008 Reserva Sauvignon Blanc (Maule Valley),Sauvignon Blanc,Chilensis
153,US,"Broad aromas of espresso and dark cherry carry onto the medium- to full-bodied palate, which comes with an edgy texture due in part to the elevated acids.",Genesis,84,29.0,Virginia,Virginia,Central Valley,,,Lost Creek 2011 Genesis Red (Virginia),Red Blend,Lost Creek
156,New Zealand,"Plummy and dark, with accents of cedar, dark chocolate and hints of coffee. This is always the most robust of the Felton Road Pinots, and really deserves a few years in the cellar; although it's approachable now, expect the already soft tannins to turn silkier in time.",Block 5,93,79.0,Central Otago,,Columbia Valley,Joe Czerwinski,@JoeCz,Felton Road 2008 Block 5 Pinot Noir (Central Otago),Pinot Noir,Felton Road
171,US,"This is the kind of wine Franciscan produces so well and reliably. As far as Merlots go, it shows the soft approachability and supple tannins you expect. Flavorwise, it's appealing in ripe red cherries, sweet red licorice and smoky oak. A very nice restaurant wine, and easy to find, with more than 20,000 cases produced.",,90,21.0,California,Napa Valley,Napa,,,Franciscan 2010 Merlot (Napa Valley),Merlot,Franciscan
179,US,"This is the producer's first barrel-aged Chardonnay, made from a blend of two vineyards and two clones, including one from their own estate on Westside Road. Sour and sweet alternatively, it finds a steely path to balance and soft layers of apple, Asian pear and a touch of ginger-topped butterscotch.",Rio Oro,88,40.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Bucher 2014 Rio Oro Chardonnay (Russian River Valley),Chardonnay,Bucher
181,US,"Profile has been an important, but sometimes overlooked, member of the Napa Valley pantheon for many years, and their '06 shows why. It's a rich, complex and smooth wine. Packed with blackberry, cassis and smoky, new oak flavors, it shows a firm structure of tannins and acidity. Beautiful now with a grilled steak, and should age well for at least a decade.",Profile,94,135.0,California,Napa Valley,Napa,,,Merryvale 2006 Profile Red (Napa Valley),Bordeaux-style Red Blend,Merryvale
190,France,"Rich and fragrant, this is perfumed with white flowers and lemon blossom. Apples, crisp pears and lime give a fresh and tightly fruity taste. The aftertaste is bright, while also rich. Drink now.",,90,19.0,France Other,Roussette de Savoie,Sonoma,Roger Voss,@vossroger,Les Rocailles 2014  Roussette de Savoie,Altesse,Les Rocailles
202,Australia,"This full-bodied, single-vineyard bottling has a distinct charred or roasted note to it, while the texture is slightly coarse. The flavors are earthy and dark, reminiscent of burnt wood and roasted meat, finally ending on an espresso note.",The Vociferate Dipsomaniac Single Vineyard,87,85.0,South Australia,McLaren Vale,Washington Other,Joe Czerwinski,@JoeCz,D'Arenberg 2010 The Vociferate Dipsomaniac Single Vineyard Shiraz (McLaren Vale),Shiraz,D'Arenberg
207,Austria,"Very light-bodied, slight but textbook Grüner with green pear fruit on nose and palate and an almost fizzy, refreshing and utterly appetizing hint of white pepper. Gives a superclean, pear-drop finish.",Q,89,13.0,Niederösterreich,,Washington Other,Anne Krebiehl MW,@AnneInVino,Unger 2015 Q Grüner Veltliner (Niederösterreich),Grüner Veltliner,Unger
215,Bulgaria,"This Sauvignon Blanc from Bulgaria's Thracian Valley has bright aromas of lemon grass, citrus blossom and freshly mowed lawn. It is medium bodied in the mouth, with flavors of freshly cut pineapple, guava and lemon meringue pie. The finish is clean, crisp and fruit filled.",,90,13.0,Thracian Valley,,Willamette Valley,Jeff Jenssen,@worldwineguys,Bulgariana 2015 Sauvignon Blanc (Thracian Valley),Sauvignon Blanc,Bulgariana
222,France,"The top of the line in the Lannac Saint-Jean range from young vignerons Fabien Jouves and Emmanuel Rybinski. With wood aging, it shows a mineral, austere note over the stone fruit flavors. It has weight and structure, though the fruit needs time to come through the toast of the wood.",La Chapelle,90,44.0,Southwest France,Cahors,Sierra Foothills,Roger Voss,@vossroger,Lannac Saint-Jean 2007 La Chapelle Malbec (Cahors),Malbec,Lannac Saint-Jean
223,Italy,"Red berry aromas and cherry and candied fruit are backed by spice, horsehide and tobacco. The mouthfeel is thinner, streamlined and still a bit raw.",Mongrana,88,18.0,Tuscany,Maremma,California Other,,,Agricola Querciabella 2005 Mongrana  (Maremma),Red Blend,Agricola Querciabella
232,France,"A smooth, superripe wine, full of the sweetest fruit, big and rich. It is opulent, a powerhouse of dense Merlot fruits, rounded out with soft tannins.",,92,265.0,Bordeaux,Pomerol,South Coast,Roger Voss,@vossroger,Château Clinet 2009  Pomerol,Bordeaux-style Red Blend,Château Clinet
234,Greece,"Aromas of citrus, melon and orange blossom start this crisp, elegant white from Cephalonia. On the palate, bright flavors of lemon/lime and white peach are balanced with a stony minerality. A beautiful example of an ancient indigenous variety.",,88,15.0,Atalanti Valley,,Napa-Sonoma,Susan Kostrzewa,@suskostrzewa,Hatzimichalis 2015 Chardonnay (Atalanti Valley),Chardonnay,Hatzimichalis
236,Spain,"Jumpy berry aromas are simple and grapy. A plump but jagged and tannic palate tastes foxy and a touch herbal, while foresty, minty-green-berry flavors carry a scratchy finish.",Viernes,86,13.0,Northern Spain,Bierzo,Sierra Foothills,Michael Schachner,@wineschach,Godelia 2015 Viernes Mencía (Bierzo),Mencía,Godelia
238,US,"This is the only blend in Washington State where these two varieties play near-equal parts. Coming from a mixture of McKinley Springs and Alder Ridge vineyards, it offers aromas of brambly raspberries and herbs that lead to strikingly pure flavors and a texture that weakens the knees. An extended finish caps it off.",,92,25.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Syncline 2013 Grenache-Carignan (Horse Heaven Hills),Grenache-Carignan,Syncline
239,Georgia,"Powdered sugar and lifted lemon scents mark this blend of traditional Georgian white grapes. The off-dry, charmat method produced wine is a bit more aggressive on the palate than Bagrationi's méthode Champenoise counterparts, but a value alternative to Prosecco.",Classic Extra Dry,83,10.0,Georgia,,Napa,Anna Lee C. Iijima,,Bagrationi 1882 NV Classic Extra Dry Sparkling (Georgia),Sparkling Blend,Bagrationi 1882
258,US,"A little tough and gritty, but okay for everyday fare. Shows blackberry, currant, tobacco and herb flavors that turn sweetly fruity on the finish.",,85,19.0,California,California,California Other,,,One Hope 2006 Cabernet Sauvignon (California),Cabernet Sauvignon,One Hope
278,US,"Your first sniff of this wine reveals gooseberry notes, an impression confirmed when you taste it. It's bone dry, and that green, herbal flavor is relieved by riper lemons, limes and mangoes. It's a severe wine, dry and acidic, but deserves credit for elegance and varietal purity.",Cinghiale Vineyard,89,49.0,California,Fort Ross-Seaview,Sonoma,,,Del Dotto 2012 Cinghiale Vineyard Sauvignon Blanc (Fort Ross-Seaview),Sauvignon Blanc,Del Dotto
295,Italy,"This is an elegant and feminine Chianti Classico, with red cherry, and white almond, and delicate shadings of granite and ash. It's smooth and silky in the mouth; shows a very clean and attractive side of Sangiovese.",Coltassala,91,,Tuscany,Chianti Classico,Sonoma,,,Volpaia 2008 Coltassala  (Chianti Classico),Sangiovese,Volpaia
301,US,"As the designation implies, this is a blend of Cabernet Sauvignon and Grenache. The grapes were grown in Coombsville. The wine is fruity and approachable now, with black cherry jam, mocha and exotic baking spice flavors.",Cabernache,87,45.0,California,Napa Valley,Napa,,,Daviana 2009 Cabernache Red (Napa Valley),Red Blend,Daviana
328,US,"Equal parts Grenache and Mourvèdre, this appealing wine displays aromas of strawberry, orange rind and light peppery spices. It drinks dry with a lightly spritzy feel.",,89,18.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lauren Ashton Cellars 2014 Rosé (Columbia Valley (WA)),Rosé,Lauren Ashton Cellars
352,US,"Cherry jam notes are bright on the nose, showing sawdust and menthol tones in the background. A smooth palate with little tannic grip is driven by juicy red currant, accented by a sprinkling of black pepper.",,86,25.0,Virginia,Virginia,Long Island,Alexander Peartree,,The Boneyard 2012 Cabernet Sauvignon (Virginia),Cabernet Sauvignon,The Boneyard
354,US,"Shows the brilliantly etched fruit and brisk acidity that mark an Edna Valley white wine. Tremendous in citrus and wintergreen flavors, its mouth-cleansing quality makes it ideal for an appetizer. Or try with Asian-style poultry and pork dishes.",,88,13.0,California,Edna Valley,Central Coast,,,Tangent 2010 Sauvignon Blanc (Edna Valley),Sauvignon Blanc,Tangent
381,Austria,"Ripe blueberry with a dusting of cinnamon makes for an enticing, inviting nose. These flavors also dominate the juicy palate, where fine tannins weave a delicate web of support. Freshness balances the rich fruit, showcasing a juicy, berry-ish wine that is more than just fruit-driven. Structure and aroma resonate on the long finish.",,92,37.0,Leithaberg,,Washington Other,Anne Krebiehl MW,@AnneInVino,Hillinger 2014 Blaufränkisch (Leithaberg),Blaufränkisch,Hillinger
387,South Africa,"Attractive aromas of ripe guava and mango mix masterfully with earthy notes of fresh grass and sweet pea florals in the bouquet. Lime flavors drive the palate, with a great cut to the mouthfeel and a juicy finish. Drink now.",,88,22.0,Cederberg,,South Coast,Lauren Buzzeo,@laurbuzz,Cederberg 2010 Sauvignon Blanc (Cederberg),Sauvignon Blanc,Cederberg
394,US,"There are expected aromas of ripe blueberry, purple flowers, peppercorns and burnt bacon on the nose of this bottling from a vineyard in the Sta. Rita Hills, but Joey Tensley also packs in quite a bit of herbs, with bay leaf and dried chaparral. Tightly wound flavors of dark purple fruit, beef char and coarsely ground black pepper show on the tarry sip.",Turner Vineyard,93,42.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Tensley 2015 Turner Vineyard Syrah (Santa Barbara County),Syrah,Tensley
402,Israel,"Here's a bright, fruit-forward Merlot with notes of small black berries, black cherry and cassis accented by soft fruit cake spice. Balanced and drinkable with soft tannins and a solid finish.",Kosher,86,15.0,Galilee,,California Other,Lauren Buzzeo,@laurbuzz,Recanati 2009 Kosher Merlot (Galilee),Merlot,Recanati
407,Australia,"This blend of 55% Shiraz and 45% Cabernet Sauvignon is full bodied and rather tannic, with dark notes that run the gamut from leather and grilled meat to espresso and mocha. Fortunately, the texture turns velvety on the finish, allowing some mouthwatering elements to shine through. Drink now–2020.",,86,19.0,South Australia,Padthaway,Southern Oregon,Joe Czerwinski,@JoeCz,Jip Jip Rocks 2013 Shiraz-Cabernet (Padthaway),Shiraz-Cabernet,Jip Jip Rocks
424,Italy,"This round, structured Syrah opens with aromas of ripe black fruit, tilled soil and ground black pepper. The palate shows mature blackberry and raspberry together with notes of spice and clove. Velvety tannins provide the framework.",Perenzo,89,65.0,Tuscany,Maremma Toscana,Central Valley,Kerin O’Keefe,@kerinokeefe,Fattoria di Magliano 2012 Perenzo  (Maremma Toscana),Syrah,Fattoria di Magliano
433,US,"On the nose, aromas of potpourri, herb and maple syrup join a feral note of game. The mouthfeel has a consistency similar to crème de cassis, showing bold flavors but very little structural resistance. The short- to medium-length finish ends with touches of tobacco and autumn leaf.",,84,33.0,Virginia,Virginia,Napa,,,Doukénie 2009 Merlot (Virginia),Merlot,Doukénie
437,Spain,"An excellent effort given that 2008 was by no means an excellent vintage. This Tempranillo is loaded with alluring aromas of sous-bois, marzipan, cola, moss and black-fruit aromas. The feel is thorough and pure, with blackberry, black licorice, graphite and chocolate flavors. It's textured and deep, but not overly tannic or hard on the finish. Drink now through 2015.",El Albar Lurton Excelencia,93,55.0,Northern Spain,Vino de la Tierra de Castilla y León,South Coast,Michael Schachner,@wineschach,François Lurton 2008 El Albar Lurton Excelencia Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,François Lurton
441,Spain,"This is earthy, cool and foresty on the bouquet, with a coconut note that accents the wine's deep berry aromas. It feels smooth and nicely balanced, with modest tannins and toasty, oaky flavors of spiced blackberry and licorice. Smooth and subtle on the finish, this is ripe, stylish and ready to drink now.",Gran Reserva,93,60.0,Northern Spain,Ribera del Duero,Central Valley,Michael Schachner,@wineschach,Alidis 2006 Gran Reserva  (Ribera del Duero),Tempranillo,Alidis
473,Italy,"From near the Tuscan coast comes this Bordeaux-style blend of Cabernet Sauvignon, Merlot and Cab Franc. It's a little rusty in color, with aromas of molasses and plums. The balance is classic, and there's a hint of Médoc earthiness to it, maybe from the Cab Franc. With softer tannins than many, it's already drinkable.",Le Marze,89,40.0,Tuscany,Toscana,New York Other,Michael Schachner,@wineschach,Elisabetta 1998 Le Marze Red (Toscana),Bordeaux-style Red Blend,Elisabetta
479,US,"Despite the moniker, this blend of Counoise, Mourvèdre, Malbec, Zinfandel and Petit Sirah strays pretty far afield from the southern Rhône. It's an edgy, stylized effort, light with tart rhubarb fruit, wild berries and plenty of tongue-tingling acidity. Yet it does not lack for flavor, detail, or interest. For acid hounds.",Chateauneuf du Stark,88,40.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,ENSO 2011 Chateauneuf du Stark Red (Columbia Valley (WA)),Red Blend,ENSO
484,France,"Notes of fresh sourdough rye bread, crisp apples and citrus vie for attention and signal an evolved wine with beautiful notes of long autolysis. This is borne out on the exquisitely pure and fresh palate, still sprightly with lemon and green-apple freshness against a background of bread crust and crumb. Over time, the apple notes mellow and are reminiscent of spiced winter apple. This is marked by exquisite elegance and purity. Without any dosage, this shines with pure, intense and lively fruit.",Brut Zéro,93,39.0,Alsace,Crémant d'Alsace,Southern Oregon,Anne Krebiehl MW,@AnneInVino,Zusslin 2013 Brut Zéro Sparkling (Crémant d'Alsace),Sparkling Blend,Zusslin
489,Spain,"This smells like plastic and milk chocolate at first, then with airing it begins to take on its classically Rioja character. It feels fresh and zesty, with a medium body and red fruit flavors that are spicy, lightly herbal and generic. A mid-level wine in every way.",Reserva,85,15.0,Northern Spain,Rioja,Napa,Michael Schachner,@wineschach,Casa de la Reina 2007 Reserva  (Rioja),Tempranillo,Casa de la Reina
492,US,"This brand reliably produces varietally correct, down-the-middle wines, and this is no exception, starting with aromas of Anjou pear, underripe honeydew, tight white-flower buds and freshly cut key lime. The ripe stone-fruit flavors on the sip are cut by citrus and wet cement, offering all the elements to please many a Sauv Blanc fan.",,88,12.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,SeaGlass 2016 Sauvignon Blanc (Santa Barbara County),Sauvignon Blanc,SeaGlass
513,France,"A wine that hints at spice, this is mainly floral, with a yellow fruit flavor and a ripe, full-bodied feel.",,87,,Alsace,Alsace,Willamette Valley,Roger Voss,@vossroger,Domaine Vincent Stoeffler 2011 Pinot Gris (Alsace),Pinot Gris,Domaine Vincent Stoeffler
514,US,"Winemaker Rachel Silkowski takes cues from her mentor Brian Loring in her debut wine, which is brawny and lavish with nose-ticklingly spicy aromas of cloves and nutmeg laid across black plum, olallieberry and violets. Baked black plum and black peppercorn are lifted by Christmas spices galore, from allspice to dried ginger. It's an attention grabber.",,93,42.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Rasi 2014 Pinot Noir (Sta. Rita Hills),Pinot Noir,Rasi
518,Italy,"Lovely aromas of rose, violet, perfumed berry, mint and a balsamic note waft from the glass. The elegant palate delivers crushed red cherry, wild strawberry, orange zest, savory herb and cinnamon. It's balanced with fine-grained tannins and loaded with finesse.",,91,33.0,Tuscany,Pomino,Long Island,Kerin O’Keefe,@kerinokeefe,Marchesi de' Frescobaldi 2011 Pinot Nero (Pomino),Pinot Nero,Marchesi de' Frescobaldi
521,Argentina,"This Malbec-led blend is quite oaky, thus maple, molasses and chocolate aromas ride high alongside blackberry and mild floral notes. In the mouth, this is quasi-syrupy and very rich. Flavors of baked black fruits and brown sugar finish sticky, with chunky weight. Drink through 2018.",Gran Estirpe,91,45.0,Mendoza Province,Mendoza,Central Coast,Michael Schachner,@wineschach,Clos de Chacras 2010 Gran Estirpe Red (Mendoza),Bordeaux-style Red Blend,Clos de Chacras
527,Portugal,"The second wine of the historic Mouchão estate, this contains less Alicante Bouschet than the top wine, while still having great power and concentration. There is a crisp feel, as well as plenty of acidity and forward black-currant fruit. It will be ready to drink from 2018.",Dom Rafael,90,16.0,Alentejo,,Columbia Valley,Roger Voss,@vossroger,Mouchão 2013 Dom Rafael Red (Alentejo),Portuguese Red,Mouchão
540,US,"Lots of ripe cherries, blackberries and dried herbs in this young, vigorous wine. Shows considerable power and authority, at the loss perhaps of some charm and elegance. Drink it over the next 6–8 years.",Highflyer Centerline,89,28.0,California,Napa Valley,Napa,,,Somerston 2007 Highflyer Centerline Red (Napa Valley),Red Blend,Somerston
562,Portugal,"This is a structured wine, probably because of the Touriga Nacional in the blend. That also gives a perfumed edge to this ripe, full wine with its juicy red fruit acidity. It is fruity and will be ready to drink from late 2016.",Casaleiro Colheita Seleccionada,86,6.0,Tejo,,New York Other,Roger Voss,@vossroger,Caves Velhas 2015 Casaleiro Colheita Seleccionada Red (Tejo),Portuguese Red,Caves Velhas
611,Austria,"A blend of Zweigelt, Merlot, Cabernet Sauvignon, hints of white pepper and bay leaf frame the just-ripe, crunchy damson-plum aroma. Tight, finely-knit tight tannins make for a lasting structure that can mature, while the acidity keeps this classy and fresh. The dark, brooding plum flavor plays in the background and culminates in a spicy, peppery finish.",Mephisto,90,40.0,Vienna,,Willamette Valley,Anne Krebiehl MW,@AnneInVino,Weingut Christ 2011 Mephisto Red (Vienna),Red Blend,Weingut Christ
615,France,"Full and rounded, this is a soft wine, more suited to food than as an aperitif. The apple and red currant fruits are textured and spiced with lemon zest and mandarin orange flavors, finishing with some richness.",Vie Vité,86,18.0,Provence,Côtes de Provence,Oregon Other,Roger Voss,@vossroger,Domaine Sainte-Marie 2012 Vie Vité Rosé (Côtes de Provence),Rosé,Domaine Sainte-Marie
635,US,"Cola-like in flavor, with earthier notes of tobacco and leather. Drinks pretty lean, and the tannins are strong. Finshes with a bitterness of acids and tannins.",,84,20.0,California,Central Coast,Central Coast,,,Savannah-Chanelle 2001 Pinot Noir (Central Coast),Pinot Noir,Savannah-Chanelle
638,US,"This 75-case production of Pinot Noir explodes with flavors of cherries, cola, pomegranates, persimmons, exotic spices and toasty oak. Fine acidity reins all the flavor in, leading to a dry, refined finish. The wine is sourced from grapes in the southern Santa Lucia Mountains. Drink now–2028.",Barrel Select,90,58.0,California,San Luis Obispo County,Central Coast,,,Asuncion Ridge 2010 Barrel Select Pinot Noir (San Luis Obispo County),Pinot Noir,Asuncion Ridge
652,France,"Vacheron are masters of red Sancerre, and this wine lives up to the billing. There are impressively ripe fruits, flavors of the brightest berries and a sweet, pure character, emphasized by the acidity and underlined by wood.",,90,,Loire Valley,Sancerre,Oregon Other,Roger Voss,@vossroger,Domaine Vacheron 2008  Sancerre,Pinot Noir,Domaine Vacheron
669,US,"This fairly bursts with a luscious mix of tropical fruits. Pineapple, guava, starfruit, kiwi and more occupy center stage, leading into a creamy finish with suggestions of banana cream pie.",,90,23.0,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,@paulgwine ,Season 2013 Viognier (Southern Oregon),Viognier,Season
670,South Africa,This easy and straightforward white boasts pleasant notes of fresh apple and lemon-lime citrus throughout. The palate is lush but braced with medium acidity that lingers into the close. Enjoy it now.,,87,15.0,Elgin,,Southern Oregon,Lauren Buzzeo,@laurbuzz,Paul Cluver 2009 Riesling (Elgin),Riesling,Paul Cluver
679,US,"Soft, simple and rather sweet, like a chewy candy bar of cherries, currants, cocoa and crunchy granola. High alcohol makes it a little hot and unbalanced, but it will stand up well beside a fabulous cheeseburger.",Old Vine,84,26.0,California,Shenandoah Valley (CA),Sierra Foothills,,,Villa Toscano 2006 Old Vine Zinfandel (Shenandoah Valley (CA)),Zinfandel,Villa Toscano
682,Spain,"Rubbery black plum and berry aromas lead to a fresh, tight palate with astringent tannins. Generic berry flavors are angular, while this everyday Garnacha is tannic and scratchy on the finish.",,85,10.0,Northern Spain,Cariñena,Sierra Foothills,Michael Schachner,@wineschach,Castillo de Monséran 2014 Garnacha (Cariñena),Garnacha,Castillo de Monséran
694,Italy,"The subdued nose eventually reveals black cherry, anise and a whiff of chopped herb that carry over to the straightforward, informal palate. Dusty, drying tannins and a note of bitter sage leave an astringent finish.",Marchese Montefusco,85,10.0,Sicily & Sardinia,Terre Siciliane,Sonoma,Kerin O’Keefe,@kerinokeefe,Cantine Ermes 2014 Marchese Montefusco Nero d'Avola (Terre Siciliane),Nero d'Avola,Cantine Ermes
707,US,"Overflowing with blackberry and black pepper flavors, this affordable, rich and layered wine is very dark in color, saturated with firm tannins and full in body. Serve with some hefty protein to make a good match.",Vintners Blend,87,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Ravenswood 2013 Vintners Blend Petite Sirah (California),Petite Sirah,Ravenswood
712,France,"Only very subdued notes of citrus emerge and add a little polish to a rounded, balanced and dry palate. However, a lovely, bundled ray of tangerine zestiness at the core brightens the wine immensely.",Tradition,88,25.0,Alsace,Alsace,South Coast,Anne Krebiehl MW,@AnneInVino,Emile Beyer 2014 Tradition Pinot Gris (Alsace),Pinot Gris,Emile Beyer
720,South Africa,"This wine has a direct and approachable feel, with bright, fruity aromas and flavors of black berry, cherry, fig and currant alongside accents of toasty vanilla and cocoa. It's medium weight and well balanced, with a solid structure and an enduring finish.",Optima,89,35.0,Franschhoek,,Napa,Lauren Buzzeo,@laurbuzz,Anthonij Rupert 2009 Optima Red (Franschhoek),Red Blend,Anthonij Rupert
728,US,"Floral and fleshy, this is a big-boned, concentrated wine. A ripe rendering of apple, pear and peach is spiked in intriguing seasonings of lemongrass and nutmeg.",Sangiacomo Green Acres Catarina Clone 4,91,48.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Saintsbury 2015 Sangiacomo Green Acres Catarina Clone 4 Chardonnay (Carneros),Chardonnay,Saintsbury
741,Italy,This has jammy aromas of strawberry and raspberry that would work well at cocktail hour. The palate is lean.,Alhambra,85,12.0,Sicily & Sardinia,Sicilia,Finger Lakes,,,Principi di Spadafora 2010 Alhambra Nero d'Avola (Sicilia),Nero d'Avola,Principi di Spadafora
746,Ukraine,"Persistent bubbles lead the way to aromas of citrus blossom, green apple and yeasty bread. There are flavors of apple juice and lemon preserves in the midpalate. The finish is pleasantly sweet.",Semi-Sweet Bianco,83,10.0,Ukraine,,Sonoma,Jeff Jenssen,@worldwineguys,Marengo NV Semi-Sweet Bianco Sparkling (Ukraine),Sparkling Blend,Marengo
749,US,"Here's a Pinot that needs some time in the cellar. It's currently laden with heavy tannins, which accentuate the dry austerity. However, there's a beautiful heart of black cherries and cola, with a long, spicy finish. Should develop for a few years.",Heritage Reserve,89,40.0,California,Carneros,Napa-Sonoma,,,Schug 2007 Heritage Reserve Pinot Noir (Carneros),Pinot Noir,Schug
760,Portugal,"Ripe and smooth wine, with a rich Port-like aroma, the sweet fruit structured with some fresh stalky tannins. Great herbal and wild berry flavors to finish.",Azul Portugal,89,10.0,Douro,,South Coast,Roger Voss,@vossroger,Wines & Winemakers 2008 Azul Portugal Red (Douro),Portuguese Red,Wines & Winemakers
763,Italy,"This blend of Incrocio Manzoni, Trebbiano, Malvasia and Grechetto opens with tutti frutti aromas of ripe banana, pineapple and pear that carry over to the palate, along with mango. The savory palate also has a certain salinity that restrains the exuberant fruit.",Hedone Bianco,86,20.0,Central Italy,Umbria,North Coast,Kerin O’Keefe,@kerinokeefe,Cirulli 2011 Hedone Bianco White (Umbria),White Blend,Cirulli
774,Italy,"La Corte del Pozzo is an easy-going Ripasso with bright berry nuances and loads of natural freshness and crispness. The wine would pair with easy, fatty foods like pizza or lasagna with melted mozzarella.",La Corte del Pozzo,86,,Veneto,Valpolicella Ripasso,Columbia Valley,,,Gino Fasoli 2006 La Corte del Pozzo  (Valpolicella Ripasso),"Corvina, Rondinella, Molinara",Gino Fasoli
